QGC WPL 110
0	1	0	16	0	0	0	0	42.622776	-71.207161	44.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	42.624058	-71.206558	40.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	42.623779	-71.208176	40.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	42.623108	-71.208458	40.000000	1
4	0	3	22	0.000000	0.000000	0.000000	0.000000	42.623154	-71.207344	30.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	42.623646	-71.206184	40.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	42.624119	-71.207062	20.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	42.623505	-71.208618	15.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	42.623005	-71.208565	10.000000	1
9	0	3	21	0.000000	0.000000	0.000000	0.000000	42.623127	-71.207260	0.000000	1
